Mnigripes_gene_id,Mnigripes_transcript_id,Gene_Symbol,Mpfuro_ensembl_gene_id,description_mpfuro,description_hsapiens
MUSNIGG00023749,MUSNIGT00028858,POLE2,ENSMPUG00000004950,"DNA polymerase epsilon 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9178]","DNA polymerase epsilon 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9178]"
MUSNIGG00023750,MUSNIGT00028860,KLHDC1,ENSMPUG00000004962,kelch domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19836],kelch domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19836]
MUSNIGG00023751,MUSNIGT00028861,KLHDC2,ENSMPUG00000004970,kelch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20231],kelch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20231]
MUSNIGG00023752,MUSNIGT00028862,NEMF,ENSMPUG00000004978,nuclear export mediator factor [Source:HGNC Symbol;Acc:HGNC:10663],nuclear export mediator factor [Source:HGNC Symbol;Acc:HGNC:10663]
MUSNIGG00023754,MUSNIGT00028864,ARF6,ENSMPUG00000019627,ADP ribosylation factor 6 [Source:HGNC Symbol;Acc:HGNC:659],ADP ribosylation factor 6 [Source:HGNC Symbol;Acc:HGNC:659]
MUSNIGG00023760,MUSNIGT00028871,IRF6,ENSMPUG00000003106,interferon regulatory factor 6 [Source:HGNC Symbol;Acc:HGNC:6121],interferon regulatory factor 6 [Source:HGNC Symbol;Acc:HGNC:6121]
MUSNIGG00023760,MUSNIGT00028871,IRF6,ENSMPUG00000003106,interferon regulatory factor 6 [Source:HGNC Symbol;Acc:HGNC:6121],interferon regulatory factor 6 [Source:HGNC Symbol;Acc:HGNC:6121]
MUSNIGG00023760,MUSNIGT00028871,IRF6,ENSMPUG00000003106,interferon regulatory factor 6 [Source:HGNC Symbol;Acc:HGNC:6121],interferon regulatory factor 6 [Source:HGNC Symbol;Acc:HGNC:6121]
MUSNIGG00023760,MUSNIGT00028871,IRF6,ENSMPUG00000003106,interferon regulatory factor 6 [Source:HGNC Symbol;Acc:HGNC:6121],interferon regulatory factor 6 [Source:HGNC Symbol;Acc:HGNC:6121]
MUSNIGG00023761,MUSNIGT00028875,METTL21D,NA,NA,NA
MUSNIGG00023762,MUSNIGT00028876,L2HGDH,ENSMPUG00000005038,L-2-hydroxyglutarate dehydrogenase [Source:NCBI gene;Acc:101677511],L-2-hydroxyglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:20499]
MUSNIGG00023763,MUSNIGT00028877,ATP5S,NA,NA,NA
MUSNIGG00023764,MUSNIGT00028878,CDKL1,ENSMPUG00000005078,cyclin dependent kinase like 1 [Source:HGNC Symbol;Acc:HGNC:1781],cyclin dependent kinase like 1 [Source:HGNC Symbol;Acc:HGNC:1781]
MUSNIGG00023766,MUSNIGT00028883,MAP4K5,ENSMPUG00000005086,mitogen-activated protein kinase kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6867],mitogen-activated protein kinase kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6867]
MUSNIGG00023768,MUSNIGT00028886,ATL1,ENSMPUG00000005107,atlastin GTPase 1 [Source:HGNC Symbol;Acc:HGNC:11231],atlastin GTPase 1 [Source:HGNC Symbol;Acc:HGNC:11231]
MUSNIGG00023769,MUSNIGT00028887,SAV1,ENSMPUG00000005119,salvador family WW domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:17795],salvador family WW domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:17795]
MUSNIGG00023770,MUSNIGT00028888,NIN,ENSMPUG00000005126,ninein [Source:HGNC Symbol;Acc:HGNC:14906],ninein [Source:HGNC Symbol;Acc:HGNC:14906]
MUSNIGG00023771,MUSNIGT00028890,ABHD12B,ENSMPUG00000005144,abhydrolase domain containing 12B [Source:HGNC Symbol;Acc:HGNC:19837],abhydrolase domain containing 12B [Source:HGNC Symbol;Acc:HGNC:19837]
MUSNIGG00023772,MUSNIGT00028892,PYGL,ENSMPUG00000005218,glycogen phosphorylase L [Source:HGNC Symbol;Acc:HGNC:9725],glycogen phosphorylase L [Source:HGNC Symbol;Acc:HGNC:9725]
MUSNIGG00023774,MUSNIGT00028895,TRIM9,ENSMPUG00000005230,tripartite motif containing 9 [Source:NCBI gene;Acc:101683806],tripartite motif containing 9 [Source:HGNC Symbol;Acc:HGNC:16288]
MUSNIGG00023775,MUSNIGT00028896,TMX1,ENSMPUG00000005236,thioredoxin related transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15487],thioredoxin related transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15487]
MUSNIGG00023780,MUSNIGT00028902,FRMD6,ENSMPUG00000005241,FERM domain containing 6 [Source:NCBI gene;Acc:101685129],FERM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19839]
MUSNIGG00023783,MUSNIGT00028905,C14ORF166,NA,NA,NA
MUSNIGG00023784,MUSNIGT00028906,NID2,ENSMPUG00000005320,nidogen 2 [Source:NCBI gene;Acc:101687167],nidogen 2 [Source:HGNC Symbol;Acc:HGNC:13389]
MUSNIGG00023788,MUSNIGT00028910,PTGDR,ENSMPUG00000005334,prostaglandin D2 receptor [Source:HGNC Symbol;Acc:HGNC:9591],prostaglandin D2 receptor [Source:HGNC Symbol;Acc:HGNC:9591]
MUSNIGG00023790,MUSNIGT00028913,PTGER2,ENSMPUG00000005341,prostaglandin E receptor 2 [Source:HGNC Symbol;Acc:HGNC:9594],prostaglandin E receptor 2 [Source:HGNC Symbol;Acc:HGNC:9594]
MUSNIGG00023792,MUSNIGT00028916,TXNDC16,ENSMPUG00000005348,thioredoxin domain containing 16 [Source:NCBI gene;Acc:101688403],thioredoxin domain containing 16 [Source:HGNC Symbol;Acc:HGNC:19965]
MUSNIGG00023793,MUSNIGT00028917,GPR137C,ENSMPUG00000005376,G protein-coupled receptor 137C [Source:HGNC Symbol;Acc:HGNC:25445],G protein-coupled receptor 137C [Source:HGNC Symbol;Acc:HGNC:25445]
MUSNIGG00023794,MUSNIGT00028918,ERO1L,NA,NA,NA
MUSNIGG00023795,MUSNIGT00028919,PSMC6,ENSMPUG00000005405,"proteasome 26S subunit, ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9553]","proteasome 26S subunit, ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9553]"
MUSNIGG00023796,MUSNIGT00028920,STYX,NA,NA,serine/threonine/tyrosine interacting protein [Source:HGNC Symbol;Acc:HGNC:11447]
MUSNIGG00023797,MUSNIGT00028921,GNPNAT1,ENSMPUG00000005416,glucosamine-phosphate N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:19980],glucosamine-phosphate N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:19980]
MUSNIGG00023798,MUSNIGT00028925,FERMT2,ENSMPUG00000005424,fermitin family member 2 [Source:HGNC Symbol;Acc:HGNC:15767],FERM domain containing kindlin 2 [Source:HGNC Symbol;Acc:HGNC:15767]
MUSNIGG00023800,MUSNIGT00028930,DDHD1,ENSMPUG00000005442,DDHD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19714],DDHD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19714]
MUSNIGG00023810,MUSNIGT00028940,BMP4,ENSMPUG00000005464,bone morphogenetic protein 4 [Source:HGNC Symbol;Acc:HGNC:1071],bone morphogenetic protein 4 [Source:HGNC Symbol;Acc:HGNC:1071]
MUSNIGG00023817,MUSNIGT00028947,CDKN3,ENSMPUG00000005473,cyclin dependent kinase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:1791],cyclin dependent kinase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:1791]
MUSNIGG00023818,MUSNIGT00028948,CNIH,NA,NA,NA
MUSNIGG00023819,MUSNIGT00028949,GMFB,NA,NA,glia maturation factor beta [Source:HGNC Symbol;Acc:HGNC:4373]
MUSNIGG00023820,MUSNIGT00028950,CGRRF1,ENSMPUG00000005503,cell growth regulator with ring finger domain 1 [Source:HGNC Symbol;Acc:HGNC:15528],cell growth regulator with ring finger domain 1 [Source:HGNC Symbol;Acc:HGNC:15528]
MUSNIGG00023821,MUSNIGT00028952,SAMD4A,ENSMPUG00000005514,sterile alpha motif domain containing 4A [Source:HGNC Symbol;Acc:HGNC:23023],sterile alpha motif domain containing 4A [Source:HGNC Symbol;Acc:HGNC:23023]
MUSNIGG00023829,MUSNIGT00028961,MAPK1IP1L,ENSMPUG00000005722,mitogen-activated protein kinase 1 interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:19840],mitogen-activated protein kinase 1 interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:19840]
MUSNIGG00023831,MUSNIGT00028963,LGALS3,NA,NA,galectin 3 [Source:HGNC Symbol;Acc:HGNC:6563]
MUSNIGG00023831,MUSNIGT00028963,LGALS3,NA,NA,galectin 3 [Source:HGNC Symbol;Acc:HGNC:6563]
MUSNIGG00023832,MUSNIGT00028964,DLGAP5,ENSMPUG00000005767,DLG associated protein 5 [Source:HGNC Symbol;Acc:HGNC:16864],DLG associated protein 5 [Source:HGNC Symbol;Acc:HGNC:16864]
MUSNIGG00023833,MUSNIGT00028965,BUB1,NA,NA,BUB1 mitotic checkpoint serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1148]
MUSNIGG00023833,MUSNIGT00028965,BUB1,NA,NA,BUB1 mitotic checkpoint serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1148]
MUSNIGG00023834,MUSNIGT00028966,FBXO34,ENSMPUG00000005779,F-box protein 34 [Source:HGNC Symbol;Acc:HGNC:20201],F-box protein 34 [Source:HGNC Symbol;Acc:HGNC:20201]
MUSNIGG00023835,MUSNIGT00028967,ATG14,ENSMPUG00000005783,autophagy related 14 [Source:HGNC Symbol;Acc:HGNC:19962],autophagy related 14 [Source:HGNC Symbol;Acc:HGNC:19962]
MUSNIGG00023836,MUSNIGT00028968,TBPL2,ENSMPUG00000005807,TATA-box binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:19841],TATA-box binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:19841]
MUSNIGG00023837,MUSNIGT00028971,KTN1,ENSMPUG00000005844,kinectin 1 [Source:HGNC Symbol;Acc:HGNC:6467],kinectin 1 [Source:HGNC Symbol;Acc:HGNC:6467]
MUSNIGG00023842,MUSNIGT00028976,MRPS35,NA,NA,mitochondrial ribosomal protein S35 [Source:HGNC Symbol;Acc:HGNC:16635]
MUSNIGG00023843,MUSNIGT00028978,PELI2,ENSMPUG00000005892,pellino E3 ubiquitin protein ligase family member 2 [Source:HGNC Symbol;Acc:HGNC:8828],pellino E3 ubiquitin protein ligase family member 2 [Source:HGNC Symbol;Acc:HGNC:8828]
MUSNIGG00023845,MUSNIGT00028980,C14ORF101,NA,NA,NA
MUSNIGG00023848,MUSNIGT00028984,OTX2,ENSMPUG00000005923,orthodenticle homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8522],orthodenticle homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8522]
MUSNIGG00023852,MUSNIGT00028988,EXOC5,ENSMPUG00000005928,exocyst complex component 5 [Source:HGNC Symbol;Acc:HGNC:10696],exocyst complex component 5 [Source:HGNC Symbol;Acc:HGNC:10696]
MUSNIGG00023853,MUSNIGT00028989,AP5M1,ENSMPUG00000005943,adaptor related protein complex 5 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:20192],adaptor related protein complex 5 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:20192]
MUSNIGG00023854,MUSNIGT00028990,NAA30,ENSMPUG00000005958,"N(alpha)-acetyltransferase 30, NatC catalytic subunit [Source:HGNC Symbol;Acc:HGNC:19844]","N-alpha-acetyltransferase 30, NatC catalytic subunit [Source:HGNC Symbol;Acc:HGNC:19844]"
MUSNIGG00023855,MUSNIGT00028991,C14ORF105,NA,NA,NA
MUSNIGG00023856,MUSNIGT00028993,SLC35F4,ENSMPUG00000005988,solute carrier family 35 member F4 [Source:HGNC Symbol;Acc:HGNC:19845],solute carrier family 35 member F4 [Source:HGNC Symbol;Acc:HGNC:19845]
MUSNIGG00023861,MUSNIGT00029000,C14ORF37,NA,NA,NA
MUSNIGG00023863,MUSNIGT00029002,ACTR10,ENSMPUG00000006030,actin related protein 10 [Source:HGNC Symbol;Acc:HGNC:17372],actin related protein 10 [Source:HGNC Symbol;Acc:HGNC:17372]
MUSNIGG00023864,MUSNIGT00029003,PSMA3,ENSMPUG00000006126,proteasome 20S subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:9532],proteasome 20S subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:9532]
MUSNIGG00023866,MUSNIGT00029006,ARID4A,ENSMPUG00000006137,AT-rich interaction domain 4A [Source:HGNC Symbol;Acc:HGNC:9885],AT-rich interaction domain 4A [Source:HGNC Symbol;Acc:HGNC:9885]
MUSNIGG00023868,MUSNIGT00029008,TOMM20L,NA,NA,translocase of outer mitochondrial membrane 20 like [Source:HGNC Symbol;Acc:HGNC:33752]
MUSNIGG00023869,MUSNIGT00029009,TIMM9,NA,NA,translocase of inner mitochondrial membrane 9 [Source:HGNC Symbol;Acc:HGNC:11819]
MUSNIGG00023869,MUSNIGT00029009,TIMM9,NA,NA,translocase of inner mitochondrial membrane 9 [Source:HGNC Symbol;Acc:HGNC:11819]
MUSNIGG00023870,MUSNIGT00029010,KIAA0586,ENSMPUG00000006154,KIAA0586 ortholog [Source:NCBI gene;Acc:101681548],KIAA0586 [Source:HGNC Symbol;Acc:HGNC:19960]
MUSNIGG00023874,MUSNIGT00029016,DACT1,ENSMPUG00000006171,dishevelled binding antagonist of beta catenin 1 [Source:HGNC Symbol;Acc:HGNC:17748],dishevelled binding antagonist of beta catenin 1 [Source:HGNC Symbol;Acc:HGNC:17748]
MUSNIGG00023883,MUSNIGT00029025,,NA,NA,NA
MUSNIGG00023887,MUSNIGT00029030,DAAM1,ENSMPUG00000006204,dishevelled associated activator of morphogenesis 1 [Source:NCBI gene;Acc:101684732],dishevelled associated activator of morphogenesis 1 [Source:HGNC Symbol;Acc:HGNC:18142]
MUSNIGG00023889,MUSNIGT00029032,GPR135,NA,NA,G protein-coupled receptor 135 [Source:HGNC Symbol;Acc:HGNC:19991]
MUSNIGG00023890,MUSNIGT00029033,L3HYPDH,ENSMPUG00000006223,trans-L-3-hydroxyproline dehydratase [Source:HGNC Symbol;Acc:HGNC:20488],trans-L-3-hydroxyproline dehydratase [Source:HGNC Symbol;Acc:HGNC:20488]
MUSNIGG00023891,MUSNIGT00029034,JKAMP,ENSMPUG00000006232,JNK1/MAPK8 associated membrane protein [Source:HGNC Symbol;Acc:HGNC:20184],JNK1/MAPK8 associated membrane protein [Source:HGNC Symbol;Acc:HGNC:20184]
MUSNIGG00023892,MUSNIGT00029037,CCDC175,ENSMPUG00000006239,coiled-coil domain containing 175 [Source:HGNC Symbol;Acc:HGNC:19847],coiled-coil domain containing 175 [Source:HGNC Symbol;Acc:HGNC:19847]
MUSNIGG00023893,MUSNIGT00029039,RTN1,ENSMPUG00000006252,reticulon 1 [Source:HGNC Symbol;Acc:HGNC:10467],reticulon 1 [Source:HGNC Symbol;Acc:HGNC:10467]
MUSNIGG00023894,MUSNIGT00029040,,NA,NA,NA
MUSNIGG00023895,MUSNIGT00029041,LRRC9,ENSMPUG00000006265,leucine-rich repeat-containing protein 9 [Source:NCBI gene;Acc:101688113],leucine rich repeat containing 9 [Source:HGNC Symbol;Acc:HGNC:19848]
MUSNIGG00023896,MUSNIGT00029042,PCNXL4,NA,NA,NA
MUSNIGG00023897,MUSNIGT00029043,DHRS7,ENSMPUG00000006299,dehydrogenase/reductase 7 [Source:HGNC Symbol;Acc:HGNC:21524],dehydrogenase/reductase 7 [Source:HGNC Symbol;Acc:HGNC:21524]
MUSNIGG00023899,MUSNIGT00029045,PPM1A,ENSMPUG00000006311,"protein phosphatase, Mg2+/Mn2+ dependent 1A [Source:HGNC Symbol;Acc:HGNC:9275]","protein phosphatase, Mg2+/Mn2+ dependent 1A [Source:HGNC Symbol;Acc:HGNC:9275]"
MUSNIGG00023901,MUSNIGT00029047,C14ORF39,NA,NA,NA
MUSNIGG00023902,MUSNIGT00029048,SIX6,ENSMPUG00000006406,SIX homeobox 6 [Source:HGNC Symbol;Acc:HGNC:10892],SIX homeobox 6 [Source:HGNC Symbol;Acc:HGNC:10892]
MUSNIGG00023906,MUSNIGT00029052,SIX1,ENSMPUG00000006412,SIX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10887],SIX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10887]
MUSNIGG00023909,MUSNIGT00029058,SIX4,ENSMPUG00000006423,SIX homeobox 4 [Source:HGNC Symbol;Acc:HGNC:10890],SIX homeobox 4 [Source:HGNC Symbol;Acc:HGNC:10890]
MUSNIGG00023910,MUSNIGT00029059,MNAT1,ENSMPUG00000006428,MNAT1 component of CDK activating kinase [Source:HGNC Symbol;Acc:HGNC:7181],MNAT1 component of CDK activating kinase [Source:HGNC Symbol;Acc:HGNC:7181]
MUSNIGG00023911,MUSNIGT00029060,TRMT5,ENSMPUG00000006435,tRNA methyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:23141],tRNA methyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:23141]
MUSNIGG00023912,MUSNIGT00029061,SLC38A6,ENSMPUG00000006442,solute carrier family 38 member 6 [Source:HGNC Symbol;Acc:HGNC:19863],solute carrier family 38 member 6 [Source:HGNC Symbol;Acc:HGNC:19863]
MUSNIGG00023919,MUSNIGT00029068,PRKCH,NA,NA,protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403]
MUSNIGG00023923,MUSNIGT00029073,HIF1A,ENSMPUG00000006515,hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910],hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910]
MUSNIGG00023924,MUSNIGT00029074,SNAPC1,ENSMPUG00000006539,small nuclear RNA activating complex polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:11134],small nuclear RNA activating complex polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:11134]
MUSNIGG00023925,MUSNIGT00029075,SYT16,ENSMPUG00000006552,synaptotagmin 16 [Source:HGNC Symbol;Acc:HGNC:23142],synaptotagmin 16 [Source:HGNC Symbol;Acc:HGNC:23142]
MUSNIGG00023926,MUSNIGT00029077,,NA,NA,NA
MUSNIGG00023928,MUSNIGT00029079,,NA,NA,NA
MUSNIGG00023929,MUSNIGT00029080,KCNH5,ENSMPUG00000006564,potassium voltage-gated channel subfamily H member 5 [Source:NCBI gene;Acc:101694528],potassium voltage-gated channel subfamily H member 5 [Source:HGNC Symbol;Acc:HGNC:6254]
MUSNIGG00023935,MUSNIGT00029086,RHOJ,ENSMPUG00000006580,ras homolog family member J [Source:HGNC Symbol;Acc:HGNC:688],ras homolog family member J [Source:HGNC Symbol;Acc:HGNC:688]
MUSNIGG00023936,MUSNIGT00029087,GPHB5,NA,NA,glycoprotein hormone subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:18055]
MUSNIGG00023937,MUSNIGT00029089,PPP2R5E,ENSMPUG00000006587,protein phosphatase 2 regulatory subunit B'epsilon [Source:NCBI gene;Acc:101671266],protein phosphatase 2 regulatory subunit B'epsilon [Source:HGNC Symbol;Acc:HGNC:9313]
MUSNIGG00023938,MUSNIGT00029090,WDR89,ENSMPUG00000019645,WD repeat domain 89 [Source:HGNC Symbol;Acc:HGNC:20489],WD repeat domain 89 [Source:HGNC Symbol;Acc:HGNC:20489]
MUSNIGG00023939,MUSNIGT00029091,SGPP1,ENSMPUG00000006619,sphingosine-1-phosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:17720],sphingosine-1-phosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:17720]
MUSNIGG00023941,MUSNIGT00029098,ESR2,ENSMPUG00000006688,estrogen receptor 2 [Source:HGNC Symbol;Acc:HGNC:3468],estrogen receptor 2 [Source:HGNC Symbol;Acc:HGNC:3468]
MUSNIGG00023944,MUSNIGT00029101,TEX21,NA,NA,NA
MUSNIGG00023945,MUSNIGT00029103,MTHFD1,ENSMPUG00000006707,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7432]","methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7432]"
MUSNIGG00023946,MUSNIGT00029104,AKAP5,ENSMPUG00000019646,A-kinase anchoring protein 5 [Source:HGNC Symbol;Acc:HGNC:375],A-kinase anchoring protein 5 [Source:HGNC Symbol;Acc:HGNC:375]
MUSNIGG00023947,MUSNIGT00029105,ZBTB25,ENSMPUG00000006729,zinc finger and BTB domain containing 25 [Source:HGNC Symbol;Acc:HGNC:13112],zinc finger and BTB domain containing 25 [Source:HGNC Symbol;Acc:HGNC:13112]
MUSNIGG00023948,MUSNIGT00029106,ZBTB1,NA,NA,zinc finger and BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20259]
MUSNIGG00023950,MUSNIGT00029108,PPP1R36,ENSMPUG00000006744,protein phosphatase 1 regulatory subunit 36 [Source:HGNC Symbol;Acc:HGNC:20097],protein phosphatase 1 regulatory subunit 36 [Source:HGNC Symbol;Acc:HGNC:20097]
MUSNIGG00023951,MUSNIGT00029112,PLEKHG3,ENSMPUG00000006767,pleckstrin homology and RhoGEF domain containing G3 [Source:HGNC Symbol;Acc:HGNC:20364],pleckstrin homology and RhoGEF domain containing G3 [Source:HGNC Symbol;Acc:HGNC:20364]
MUSNIGG00023952,MUSNIGT00029113,SPTB,ENSMPUG00000006777,"spectrin beta, erythrocytic [Source:HGNC Symbol;Acc:HGNC:11274]","spectrin beta, erythrocytic [Source:HGNC Symbol;Acc:HGNC:11274]"
MUSNIGG00023954,MUSNIGT00029115,CHURC1,ENSMPUG00000006792,churchill domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20099],churchill domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20099]
MUSNIGG00023955,MUSNIGT00029116,GPX2,NA,NA,glutathione peroxidase 2 [Source:HGNC Symbol;Acc:HGNC:4554]
MUSNIGG00023956,MUSNIGT00029117,RAB15,ENSMPUG00000006808,"RAB15, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:20150]","RAB15, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:20150]"
MUSNIGG00023957,MUSNIGT00029118,FNTB,NA,NA,"farnesyltransferase, CAAX box, beta [Source:HGNC Symbol;Acc:HGNC:3785]"
MUSNIGG00023959,MUSNIGT00029121,MAX,ENSMPUG00000006859,MYC associated factor X [Source:HGNC Symbol;Acc:HGNC:6913],MYC associated factor X [Source:HGNC Symbol;Acc:HGNC:6913]
MUSNIGG00023964,MUSNIGT00029127,FUT8,ENSMPUG00000006891,fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019],fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019]
MUSNIGG00023973,MUSNIGT00029138,,NA,NA,NA
MUSNIGG00023975,MUSNIGT00029141,,NA,NA,NA
MUSNIGG00023976,MUSNIGT00029142,C14ORF53,NA,NA,NA
MUSNIGG00023977,MUSNIGT00029144,GPHN,ENSMPUG00000006944,gephyrin [Source:HGNC Symbol;Acc:HGNC:15465],gephyrin [Source:HGNC Symbol;Acc:HGNC:15465]
MUSNIGG00023983,MUSNIGT00029152,GPHN,ENSMPUG00000006944,gephyrin [Source:HGNC Symbol;Acc:HGNC:15465],gephyrin [Source:HGNC Symbol;Acc:HGNC:15465]
MUSNIGG00023984,MUSNIGT00029154,FAM71D,ENSMPUG00000006965,family with sequence similarity 71 member D [Source:HGNC Symbol;Acc:HGNC:20101],family with sequence similarity 71 member D [Source:HGNC Symbol;Acc:HGNC:20101]
MUSNIGG00023985,MUSNIGT00029155,MPP5,NA,NA,NA
MUSNIGG00023986,MUSNIGT00029156,ATP6V1D,ENSMPUG00000007002,ATPase H+ transporting V1 subunit D [Source:HGNC Symbol;Acc:HGNC:13527],ATPase H+ transporting V1 subunit D [Source:HGNC Symbol;Acc:HGNC:13527]
MUSNIGG00023986,MUSNIGT00029156,ATP6V1D,ENSMPUG00000007002,ATPase H+ transporting V1 subunit D [Source:HGNC Symbol;Acc:HGNC:13527],ATPase H+ transporting V1 subunit D [Source:HGNC Symbol;Acc:HGNC:13527]
MUSNIGG00023986,MUSNIGT00029156,ATP6V1D,ENSMPUG00000007002,ATPase H+ transporting V1 subunit D [Source:HGNC Symbol;Acc:HGNC:13527],ATPase H+ transporting V1 subunit D [Source:HGNC Symbol;Acc:HGNC:13527]
MUSNIGG00023986,MUSNIGT00029156,ATP6V1D,ENSMPUG00000007002,ATPase H+ transporting V1 subunit D [Source:HGNC Symbol;Acc:HGNC:13527],ATPase H+ transporting V1 subunit D [Source:HGNC Symbol;Acc:HGNC:13527]
MUSNIGG00023987,MUSNIGT00029157,EIF2S1,ENSMPUG00000007065,eukaryotic translation initiation factor 2 subunit alpha [Source:HGNC Symbol;Acc:HGNC:3265],eukaryotic translation initiation factor 2 subunit alpha [Source:HGNC Symbol;Acc:HGNC:3265]
MUSNIGG00023988,MUSNIGT00029158,PLEK2,ENSMPUG00000007074,pleckstrin 2 [Source:HGNC Symbol;Acc:HGNC:19238],pleckstrin 2 [Source:HGNC Symbol;Acc:HGNC:19238]
MUSNIGG00023993,MUSNIGT00029163,PLEKHH1,ENSMPUG00000007084,"pleckstrin homology, MyTH4 and FERM domain containing H1 [Source:HGNC Symbol;Acc:HGNC:17733]","pleckstrin homology, MyTH4 and FERM domain containing H1 [Source:HGNC Symbol;Acc:HGNC:17733]"
MUSNIGG00023994,MUSNIGT00029164,PIGH,ENSMPUG00000007109,phosphatidylinositol glycan anchor biosynthesis class H [Source:HGNC Symbol;Acc:HGNC:8964],phosphatidylinositol glycan anchor biosynthesis class H [Source:HGNC Symbol;Acc:HGNC:8964]
MUSNIGG00023995,MUSNIGT00029165,ARG2,ENSMPUG00000007120,arginase 2 [Source:HGNC Symbol;Acc:HGNC:664],arginase 2 [Source:HGNC Symbol;Acc:HGNC:664]
MUSNIGG00023996,MUSNIGT00029166,VTI1B,ENSMPUG00000007130,vesicle transport through interaction with t-SNAREs 1B [Source:HGNC Symbol;Acc:HGNC:17793],vesicle transport through interaction with t-SNAREs 1B [Source:HGNC Symbol;Acc:HGNC:17793]
MUSNIGG00023997,MUSNIGT00029167,RDH11,NA,NA,retinol dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:17964]
MUSNIGG00023998,MUSNIGT00029170,RDH12,NA,NA,retinol dehydrogenase 12 [Source:HGNC Symbol;Acc:HGNC:19977]
MUSNIGG00023999,MUSNIGT00029171,ZFYVE26,ENSMPUG00000007223,zinc finger FYVE-type containing 26 [Source:NCBI gene;Acc:101673216],zinc finger FYVE-type containing 26 [Source:HGNC Symbol;Acc:HGNC:20761]
MUSNIGG00024000,MUSNIGT00029172,RAD51B,ENSMPUG00000007261,RAD51 paralog B [Source:HGNC Symbol;Acc:HGNC:9822],RAD51 paralog B [Source:HGNC Symbol;Acc:HGNC:9822]
MUSNIGG00024013,MUSNIGT00029186,ZFP36L1,ENSMPUG00000007282,ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107],ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107]
